year,state,state_po,county_name,county_fips,office,candidate,party,demVotes,repVotes,totalvotes
2008,IDAHO,ID,GOODING,16047,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3765,1626,5391
2008,IDAHO,ID,IDAHO,16049,PRESIDENT,JOHN MCCAIN,REPUBLICAN,5895,2315,8210
2008,IDAHO,ID,JEFFERSON,16051,PRESIDENT,JOHN MCCAIN,REPUBLICAN,8540,1901,10441
2008,IDAHO,ID,JEROME,16053,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4897,1950,6847
2008,IDAHO,ID,KOOTENAI,16055,PRESIDENT,JOHN MCCAIN,REPUBLICAN,38387,23545,61932
2008,IDAHO,ID,LATAH,16057,PRESIDENT,BARACK OBAMA,DEMOCRAT,9195,8519,17714
2008,IDAHO,ID,LEMHI,16059,PRESIDENT,BARACK OBAMA,DEMOCRAT,1061,3044,4105
2008,IDAHO,ID,LEWIS,16061,PRESIDENT,BARACK OBAMA,DEMOCRAT,479,1325,1804
2008,IDAHO,ID,LINCOLN,16063,PRESIDENT,BARACK OBAMA,DEMOCRAT,545,1325,1870
2008,IDAHO,ID,MADISON,16065,PRESIDENT,BARACK OBAMA,DEMOCRAT,1627,11430,13057
2008,IDAHO,ID,MADISON,16065,PRESIDENT,JOHN MCCAIN,REPUBLICAN,11131,1926,13057
2008,IDAHO,ID,MINIDOKA,16067,PRESIDENT,JOHN MCCAIN,REPUBLICAN,5087,1803,6890
2008,IDAHO,ID,NEZ PERCE,16069,PRESIDENT,JOHN MCCAIN,REPUBLICAN,10357,7466,17823
2008,IDAHO,ID,ONEIDA,16071,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1724,438,2162
2008,IDAHO,ID,OWYHEE,16073,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3024,1034,4058
2008,IDAHO,ID,PAYETTE,16075,PRESIDENT,BARACK OBAMA,DEMOCRAT,2415,6198,8613
2008,IDAHO,ID,POWER,16077,PRESIDENT,BARACK OBAMA,DEMOCRAT,1027,1815,2842
2008,IDAHO,ID,SHOSHONE,16079,PRESIDENT,BARACK OBAMA,DEMOCRAT,2521,3145,5666
2008,IDAHO,ID,TETON,16081,PRESIDENT,BARACK OBAMA,DEMOCRAT,2302,2356,4658
2008,IDAHO,ID,TWIN FALLS,16083,PRESIDENT,BARACK OBAMA,DEMOCRAT,8621,19723,28344
2008,IDAHO,ID,TWIN FALLS,16083,PRESIDENT,JOHN MCCAIN,REPUBLICAN,19032,9312,28344
2008,IDAHO,ID,VALLEY,16085,PRESIDENT,JOHN MCCAIN,REPUBLICAN,2772,2524,5296
2008,IDAHO,ID,WASHINGTON,16087,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3168,1338,4506
2008,ILLINOIS,IL,ADAMS,17001,PRESIDENT,JOHN MCCAIN,REPUBLICAN,18711,12112,30823
2008,ILLINOIS,IL,ALEXANDER,17003,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1692,2245,3937
2008,ILLINOIS,IL,BOND,17005,PRESIDENT,BARACK OBAMA,DEMOCRAT,3843,4081,7924
2008,ILLINOIS,IL,BOONE,17007,PRESIDENT,BARACK OBAMA,DEMOCRAT,11333,10824,22157
2008,ILLINOIS,IL,BROWN,17009,PRESIDENT,BARACK OBAMA,DEMOCRAT,986,1583,2569
2008,ILLINOIS,IL,BUREAU,17011,PRESIDENT,BARACK OBAMA,DEMOCRAT,8889,8224,17113
2008,ILLINOIS,IL,CALHOUN,17013,PRESIDENT,BARACK OBAMA,DEMOCRAT,1423,1276,2699
2008,ILLINOIS,IL,CALHOUN,17013,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1221,1478,2699
2008,ILLINOIS,IL,CARROLL,17015,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3596,4078,7674
2008,ILLINOIS,IL,CASS,17017,PRESIDENT,JOHN MCCAIN,REPUBLICAN,2617,2791,5408
2008,ILLINOIS,IL,CHAMPAIGN,17019,PRESIDENT,JOHN MCCAIN,REPUBLICAN,33871,50272,84143
2008,ILLINOIS,IL,CHRISTIAN,17021,PRESIDENT,JOHN MCCAIN,REPUBLICAN,7872,7228,15100
2008,ILLINOIS,IL,CLARK,17023,PRESIDENT,BARACK OBAMA,DEMOCRAT,3742,4546,8288
2008,ILLINOIS,IL,CLAY,17025,PRESIDENT,BARACK OBAMA,DEMOCRAT,2425,4029,6454
2008,ILLINOIS,IL,CLINTON,17027,PRESIDENT,BARACK OBAMA,DEMOCRAT,7657,9657,17314
2008,ILLINOIS,IL,COLES,17029,PRESIDENT,BARACK OBAMA,DEMOCRAT,11716,11360,23076
2008,ILLINOIS,IL,COOK,17031,PRESIDENT,BARACK OBAMA,DEMOCRAT,1629024,508442,2137466
2008,ILLINOIS,IL,COOK,17031,PRESIDENT,JOHN MCCAIN,REPUBLICAN,487736,1649730,2137466
2008,ILLINOIS,IL,CRAWFORD,17033,PRESIDENT,JOHN MCCAIN,REPUBLICAN,5070,4059,9129
2008,ILLINOIS,IL,CUMBERLAND,17035,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3156,2165,5321
2008,ILLINOIS,IL,DEKALB,17037,PRESIDENT,JOHN MCCAIN,REPUBLICAN,18266,26552,44818
2008,ILLINOIS,IL,DE WITT,17039,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4348,3453,7801
2008,ILLINOIS,IL,DOUGLAS,17041,PRESIDENT,BARACK OBAMA,DEMOCRAT,3228,5128,8356
2008,ILLINOIS,IL,DUPAGE,17043,PRESIDENT,BARACK OBAMA,DEMOCRAT,228698,189275,417973
2008,ILLINOIS,IL,EDGAR,17045,PRESIDENT,BARACK OBAMA,DEMOCRAT,3743,4512,8255
2008,ILLINOIS,IL,EDWARDS,17047,PRESIDENT,BARACK OBAMA,DEMOCRAT,1140,2210,3350
2008,ILLINOIS,IL,EFFINGHAM,17049,PRESIDENT,BARACK OBAMA,DEMOCRAT,5262,11573,16835
2008,ILLINOIS,IL,EFFINGHAM,17049,PRESIDENT,JOHN MCCAIN,REPUBLICAN,11323,5512,16835
2008,ILLINOIS,IL,FAYETTE,17051,PRESIDENT,JOHN MCCAIN,REPUBLICAN,5499,4181,9680
2008,ILLINOIS,IL,FORD,17053,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4079,2307,6386
2008,ILLINOIS,IL,FRANKLIN,17055,PRESIDENT,JOHN MCCAIN,REPUBLICAN,9404,9237,18641
2008,ILLINOIS,IL,FULTON,17057,PRESIDENT,JOHN MCCAIN,REPUBLICAN,6251,10072,16323
2008,ILLINOIS,IL,GALLATIN,17059,PRESIDENT,BARACK OBAMA,DEMOCRAT,1587,1272,2859
2008,ILLINOIS,IL,GREENE,17061,PRESIDENT,BARACK OBAMA,DEMOCRAT,2619,3188,5807
2008,ILLINOIS,IL,GRUNDY,17063,PRESIDENT,BARACK OBAMA,DEMOCRAT,11063,11108,22171
2008,ILLINOIS,IL,HAMILTON,17065,PRESIDENT,BARACK OBAMA,DEMOCRAT,1796,2468,4264
2008,ILLINOIS,IL,HANCOCK,17067,PRESIDENT,BARACK OBAMA,DEMOCRAT,4141,5328,9469
2008,ILLINOIS,IL,HANCOCK,17067,PRESIDENT,JOHN MCCAIN,REPUBLICAN,5161,4308,9469
2008,ILLINOIS,IL,HARDIN,17069,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1330,925,2255
2008,ILLINOIS,IL,HENDERSON,17071,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1541,2273,3814
2008,ILLINOIS,IL,HENRY,17073,PRESIDENT,JOHN MCCAIN,REPUBLICAN,11263,13522,24785
2008,ILLINOIS,IL,IROQUOIS,17075,PRESIDENT,JOHN MCCAIN,REPUBLICAN,8695,4901,13596
2008,ILLINOIS,IL,JACKSON,17077,PRESIDENT,BARACK OBAMA,DEMOCRAT,15248,10284,25532
2008,ILLINOIS,IL,JASPER,17079,PRESIDENT,BARACK OBAMA,DEMOCRAT,2063,3068,5131
2008,ILLINOIS,IL,JEFFERSON,17081,PRESIDENT,BARACK OBAMA,DEMOCRAT,7462,9679,17141
2008,ILLINOIS,IL,JERSEY,17083,PRESIDENT,BARACK OBAMA,DEMOCRAT,5042,5541,10583
2008,ILLINOIS,IL,JO DAVIESS,17085,PRESIDENT,BARACK OBAMA,DEMOCRAT,6403,5347,11750
2008,ILLINOIS,IL,JO DAVIESS,17085,PRESIDENT,JOHN MCCAIN,REPUBLICAN,5170,6580,11750
2008,ILLINOIS,IL,JOHNSON,17087,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3912,1989,5901
2008,ILLINOIS,IL,KANE,17089,PRESIDENT,JOHN MCCAIN,REPUBLICAN,83963,109336,193299
2008,ILLINOIS,IL,KANKAKEE,17091,PRESIDENT,JOHN MCCAIN,REPUBLICAN,22527,25489,48016
2008,ILLINOIS,IL,KENDALL,17093,PRESIDENT,JOHN MCCAIN,REPUBLICAN,21380,25251,46631
2008,ILLINOIS,IL,KNOX,17095,PRESIDENT,BARACK OBAMA,DEMOCRAT,14191,9797,23988
2008,ILLINOIS,IL,LAKE,17097,PRESIDENT,BARACK OBAMA,DEMOCRAT,177242,121863,299105
2008,ILLINOIS,IL,LASALLE,17099,PRESIDENT,BARACK OBAMA,DEMOCRAT,27443,22742,50185
2008,ILLINOIS,IL,LAWRENCE,17101,PRESIDENT,BARACK OBAMA,DEMOCRAT,3016,3520,6536
2008,ILLINOIS,IL,LEE,17103,PRESIDENT,BARACK OBAMA,DEMOCRAT,7765,8553,16318
2008,ILLINOIS,IL,LEE,17103,PRESIDENT,JOHN MCCAIN,REPUBLICAN,8258,8060,16318
2008,ILLINOIS,IL,LIVINGSTON,17105,PRESIDENT,JOHN MCCAIN,REPUBLICAN,9191,6434,15625
2008,ILLINOIS,IL,LOGAN,17107,PRESIDENT,JOHN MCCAIN,REPUBLICAN,7429,5467,12896
2008,ILLINOIS,IL,MCDONOUGH,17109,PRESIDENT,JOHN MCCAIN,REPUBLICAN,6055,6987,13042
2008,ILLINOIS,IL,MCHENRY,17111,PRESIDENT,JOHN MCCAIN,REPUBLICAN,64845,74423,139268
2008,ILLINOIS,IL,MCLEAN,17113,PRESIDENT,BARACK OBAMA,DEMOCRAT,37689,38061,75750
2008,ILLINOIS,IL,MACON,17115,PRESIDENT,BARACK OBAMA,DEMOCRAT,25487,25729,51216
2008,ILLINOIS,IL,MACOUPIN,17117,PRESIDENT,BARACK OBAMA,DEMOCRAT,12090,10283,22373
2008,ILLINOIS,IL,MADISON,17119,PRESIDENT,BARACK OBAMA,DEMOCRAT,68979,59355,128334
2008,ILLINOIS,IL,MARION,17121,PRESIDENT,BARACK OBAMA,DEMOCRAT,8345,9019,17364
2008,ILLINOIS,IL,MARION,17121,PRESIDENT,JOHN MCCAIN,REPUBLICAN,8691,8673,17364
2008,ILLINOIS,IL,MARSHALL,17123,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3145,3188,6333
2008,ILLINOIS,IL,MASON,17125,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3141,3667,6808
2008,ILLINOIS,IL,MASSAC,17127,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4371,2815,7186
2008,ILLINOIS,IL,MENARD,17129,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3672,2792,6464
2008,ILLINOIS,IL,MERCER,17131,PRESIDENT,BARACK OBAMA,DEMOCRAT,4887,3961,8848
2008,ILLINOIS,IL,MONROE,17133,PRESIDENT,BARACK OBAMA,DEMOCRAT,7953,10130,18083
2008,ILLINOIS,IL,MONTGOMERY,17135,PRESIDENT,BARACK OBAMA,DEMOCRAT,6491,6380,12871
2008,ILLINOIS,IL,MORGAN,17137,PRESIDENT,BARACK OBAMA,DEMOCRAT,7467,7886,15353
2008,ILLINOIS,IL,MOULTRIE,17139,PRESIDENT,BARACK OBAMA,DEMOCRAT,2668,3592,6260
2008,ILLINOIS,IL,MOULTRIE,17139,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3471,2789,6260
2008,ILLINOIS,IL,OGLE,17141,PRESIDENT,JOHN MCCAIN,REPUBLICAN,13144,11706,24850
2008,ILLINOIS,IL,PEORIA,17143,PRESIDENT,JOHN MCCAIN,REPUBLICAN,34579,47125,81704
2008,ILLINOIS,IL,PERRY,17145,PRESIDENT,JOHN MCCAIN,REPUBLICAN,5086,4909,9995
2008,ILLINOIS,IL,PIATT,17147,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4991,4008,8999
2008,ILLINOIS,IL,PIKE,17149,PRESIDENT,BARACK OBAMA,DEMOCRAT,3024,4592,7616
2008,ILLINOIS,IL,POPE,17151,PRESIDENT,BARACK OBAMA,DEMOCRAT,845,1386,2231
2008,ILLINOIS,IL,PULASKI,17153,PRESIDENT,BARACK OBAMA,DEMOCRAT,1638,1632,3270
2008,ILLINOIS,IL,PUTNAM,17155,PRESIDENT,BARACK OBAMA,DEMOCRAT,1900,1437,3337
2008,ILLINOIS,IL,RANDOLPH,17157,PRESIDENT,BARACK OBAMA,DEMOCRAT,7395,7807,15202
2008,ILLINOIS,IL,RANDOLPH,17157,PRESIDENT,JOHN MCCAIN,REPUBLICAN,7538,7664,15202
2008,ILLINOIS,IL,RICHLAND,17159,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4329,3321,7650
2008,ILLINOIS,IL,ROCK ISLAND,17161,PRESIDENT,JOHN MCCAIN,REPUBLICAN,25364,43037,68401
2008,ILLINOIS,IL,ST. CLAIR,17163,PRESIDENT,JOHN MCCAIN,REPUBLICAN,47958,77786,125744
2008,ILLINOIS,IL,SALINE,17165,PRESIDENT,JOHN MCCAIN,REPUBLICAN,6099,5329,11428
2008,ILLINOIS,IL,SANGAMON,17167,PRESIDENT,BARACK OBAMA,DEMOCRAT,51300,48528,99828
2008,ILLINOIS,IL,SCHUYLER,17169,PRESIDENT,BARACK OBAMA,DEMOCRAT,1900,1923,3823
2008,ILLINOIS,IL,SCOTT,17171,PRESIDENT,BARACK OBAMA,DEMOCRAT,1090,1510,2600
2008,ILLINOIS,IL,SHELBY,17173,PRESIDENT,BARACK OBAMA,DEMOCRAT,4245,6623,10868
2008,ILLINOIS,IL,STARK,17175,PRESIDENT,BARACK OBAMA,DEMOCRAT,1357,1550,2907
2008,ILLINOIS,IL,STARK,17175,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1513,1394,2907
2008,ILLINOIS,IL,STEPHENSON,17177,PRESIDENT,JOHN MCCAIN,REPUBLICAN,9909,11696,21605
2008,ILLINOIS,IL,TAZEWELL,17179,PRESIDENT,JOHN MCCAIN,REPUBLICAN,33247,30607,63854
2008,ILLINOIS,IL,UNION,17181,PRESIDENT,JOHN MCCAIN,REPUBLICAN,5003,4113,9116
2008,ILLINOIS,IL,VERMILION,17183,PRESIDENT,JOHN MCCAIN,REPUBLICAN,16054,16818,32872
2008,ILLINOIS,IL,WABASH,17185,PRESIDENT,BARACK OBAMA,DEMOCRAT,2462,3320,5782
2008,ILLINOIS,IL,WARREN,17187,PRESIDENT,BARACK OBAMA,DEMOCRAT,4286,3743,8029
2008,ILLINOIS,IL,WASHINGTON,17189,PRESIDENT,BARACK OBAMA,DEMOCRAT,3342,4590,7932
2008,ILLINOIS,IL,WAYNE,17191,PRESIDENT,BARACK OBAMA,DEMOCRAT,2547,5524,8071
2008,ILLINOIS,IL,WHITE,17193,PRESIDENT,BARACK OBAMA,DEMOCRAT,3315,4138,7453
2008,ILLINOIS,IL,WHITE,17193,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3987,3466,7453
2008,ILLINOIS,IL,WHITESIDE,17195,PRESIDENT,JOHN MCCAIN,REPUBLICAN,10883,16023,26906
2008,ILLINOIS,IL,WILL,17197,PRESIDENT,JOHN MCCAIN,REPUBLICAN,122597,163823,286420
2008,ILLINOIS,IL,WILLIAMSON,17199,PRESIDENT,JOHN MCCAIN,REPUBLICAN,17387,13434,30821
2008,ILLINOIS,IL,WINNEBAGO,17201,PRESIDENT,JOHN MCCAIN,REPUBLICAN,53886,72145,126031
2008,ILLINOIS,IL,WOODFORD,17203,PRESIDENT,BARACK OBAMA,DEMOCRAT,6999,12484,19483
2008,INDIANA,IN,ADAMS,18001,PRESIDENT,BARACK OBAMA,DEMOCRAT,4928,8585,13513
2008,INDIANA,IN,ALLEN,18003,PRESIDENT,BARACK OBAMA,DEMOCRAT,71263,79061,150324
2008,INDIANA,IN,BARTHOLOMEW,18005,PRESIDENT,BARACK OBAMA,DEMOCRAT,13567,17476,31043
2008,INDIANA,IN,BENTON,18007,PRESIDENT,BARACK OBAMA,DEMOCRAT,1563,2251,3814
2008,INDIANA,IN,BENTON,18007,PRESIDENT,JOHN MCCAIN,REPUBLICAN,2183,1631,3814
2008,INDIANA,IN,BLACKFORD,18009,PRESIDENT,JOHN MCCAIN,REPUBLICAN,2690,2751,5441
2008,INDIANA,IN,BOONE,18011,PRESIDENT,JOHN MCCAIN,REPUBLICAN,16622,10025,26647
2008,INDIANA,IN,BROWN,18013,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4060,3995,8055
2008,INDIANA,IN,CARROLL,18015,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4858,3878,8736
2008,INDIANA,IN,CASS,18017,PRESIDENT,BARACK OBAMA,DEMOCRAT,7011,8642,15653
2008,INDIANA,IN,CLARK,18019,PRESIDENT,BARACK OBAMA,DEMOCRAT,21953,25772,47725
2008,INDIANA,IN,CLAY,18021,PRESIDENT,BARACK OBAMA,DEMOCRAT,4954,6441,11395
2008,INDIANA,IN,CLINTON,18023,PRESIDENT,BARACK OBAMA,DEMOCRAT,5307,7085,12392
2008,INDIANA,IN,CRAWFORD,18025,PRESIDENT,BARACK OBAMA,DEMOCRAT,2286,2458,4744
2008,INDIANA,IN,CRAWFORD,18025,PRESIDENT,JOHN MCCAIN,REPUBLICAN,2393,2351,4744
2008,INDIANA,IN,DAVIESS,18027,PRESIDENT,JOHN MCCAIN,REPUBLICAN,7098,3488,10586
2008,INDIANA,IN,DEARBORN,18029,PRESIDENT,JOHN MCCAIN,REPUBLICAN,14886,7331,22217
2008,INDIANA,IN,DECATUR,18031,PRESIDENT,JOHN MCCAIN,REPUBLICAN,6449,4039,10488
2008,INDIANA,IN,DEKALB,18033,PRESIDENT,JOHN MCCAIN,REPUBLICAN,9780,7369,17149
2008,INDIANA,IN,DELAWARE,18035,PRESIDENT,BARACK OBAMA,DEMOCRAT,28384,21479,49863
2008,INDIANA,IN,DUBOIS,18037,PRESIDENT,BARACK OBAMA,DEMOCRAT,8748,9817,18565
2008,INDIANA,IN,ELKHART,18039,PRESIDENT,BARACK OBAMA,DEMOCRAT,31398,40060,71458
2008,INDIANA,IN,FAYETTE,18041,PRESIDENT,BARACK OBAMA,DEMOCRAT,4389,5073,9462
2008,INDIANA,IN,FLOYD,18043,PRESIDENT,BARACK OBAMA,DEMOCRAT,16263,20274,36537
2008,INDIANA,IN,FLOYD,18043,PRESIDENT,JOHN MCCAIN,REPUBLICAN,19957,16580,36537
2008,INDIANA,IN,FOUNTAIN,18045,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4158,3252,7410
2008,INDIANA,IN,FRANKLIN,18047,PRESIDENT,JOHN MCCAIN,REPUBLICAN,7018,3592,10610
2008,INDIANA,IN,FULTON,18049,PRESIDENT,JOHN MCCAIN,REPUBLICAN,5147,3859,9006
2008,INDIANA,IN,GIBSON,18051,PRESIDENT,JOHN MCCAIN,REPUBLICAN,8449,6646,15095
2008,INDIANA,IN,GRANT,18053,PRESIDENT,BARACK OBAMA,DEMOCRAT,11293,15006,26299
2008,INDIANA,IN,GREENE,18055,PRESIDENT,BARACK OBAMA,DEMOCRAT,5709,7920,13629
2008,INDIANA,IN,HAMILTON,18057,PRESIDENT,BARACK OBAMA,DEMOCRAT,49704,79360,129064
2008,INDIANA,IN,HANCOCK,18059,PRESIDENT,BARACK OBAMA,DEMOCRAT,11874,22379,34253
2008,INDIANA,IN,HARRISON,18061,PRESIDENT,BARACK OBAMA,DEMOCRAT,7288,10803,18091
2008,INDIANA,IN,HARRISON,18061,PRESIDENT,JOHN MCCAIN,REPUBLICAN,10551,7540,18091
2008,INDIANA,IN,HENDRICKS,18063,PRESIDENT,JOHN MCCAIN,REPUBLICAN,39728,25227,64955
2008,INDIANA,IN,HENRY,18065,PRESIDENT,JOHN MCCAIN,REPUBLICAN,10896,10423,21319
2008,INDIANA,IN,HOWARD,18067,PRESIDENT,JOHN MCCAIN,REPUBLICAN,20248,18376,38624
2008,INDIANA,IN,HUNTINGTON,18069,PRESIDENT,JOHN MCCAIN,REPUBLICAN,10291,6037,16328
2008,INDIANA,IN,JACKSON,18071,PRESIDENT,BARACK OBAMA,DEMOCRAT,7354,10020,17374
2008,INDIANA,IN,JASPER,18073,PRESIDENT,BARACK OBAMA,DEMOCRAT,5044,7831,12875
2008,INDIANA,IN,JAY,18075,PRESIDENT,BARACK OBAMA,DEMOCRAT,3748,4567,8315
2008,INDIANA,IN,JEFFERSON,18077,PRESIDENT,BARACK OBAMA,DEMOCRAT,6255,7235,13490
2008,INDIANA,IN,JENNINGS,18079,PRESIDENT,BARACK OBAMA,DEMOCRAT,5312,6527,11839
2008,INDIANA,IN,JENNINGS,18079,PRESIDENT,JOHN MCCAIN,REPUBLICAN,6261,5578,11839
2008,INDIANA,IN,JOHNSON,18081,PRESIDENT,JOHN MCCAIN,REPUBLICAN,36487,22157,58644
2008,INDIANA,IN,KNOX,18083,PRESIDENT,JOHN MCCAIN,REPUBLICAN,8639,7785,16424
2008,INDIANA,IN,KOSCIUSKO,18085,PRESIDENT,JOHN MCCAIN,REPUBLICAN,20488,9646,30134
2008,INDIANA,IN,LAGRANGE,18087,PRESIDENT,JOHN MCCAIN,REPUBLICAN,5702,3789,9491
2008,INDIANA,IN,LAKE,18089,PRESIDENT,BARACK OBAMA,DEMOCRAT,139301,69456,208757
2008,INDIANA,IN,LAPORTE,18091,PRESIDENT,BARACK OBAMA,DEMOCRAT,28258,18661,46919
2008,INDIANA,IN,LAWRENCE,18093,PRESIDENT,BARACK OBAMA,DEMOCRAT,7208,11326,18534
2008,INDIANA,IN,MADISON,18095,PRESIDENT,BARACK OBAMA,DEMOCRAT,30152,27188,57340
2008,INDIANA,IN,MARION,18097,PRESIDENT,BARACK OBAMA,DEMOCRAT,241987,137375,379362
2008,INDIANA,IN,MARION,18097,PRESIDENT,JOHN MCCAIN,REPUBLICAN,134313,245049,379362
2008,INDIANA,IN,MARSHALL,18099,PRESIDENT,JOHN MCCAIN,REPUBLICAN,10406,8144,18550
2008,INDIANA,IN,MARTIN,18101,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3122,1781,4903
2008,INDIANA,IN,MIAMI,18103,PRESIDENT,JOHN MCCAIN,REPUBLICAN,8312,5801,14113
2008,INDIANA,IN,MONROE,18105,PRESIDENT,JOHN MCCAIN,REPUBLICAN,21118,42097,63215
2008,INDIANA,IN,MONTGOMERY,18107,PRESIDENT,BARACK OBAMA,DEMOCRAT,6013,9272,15285
2008,INDIANA,IN,MORGAN,18109,PRESIDENT,BARACK OBAMA,DEMOCRAT,10330,18481,28811
2008,INDIANA,IN,NEWTON,18111,PRESIDENT,BARACK OBAMA,DEMOCRAT,2625,3420,6045
2008,INDIANA,IN,NOBLE,18113,PRESIDENT,BARACK OBAMA,DEMOCRAT,7064,9910,16974
2008,INDIANA,IN,OHIO,18115,PRESIDENT,BARACK OBAMA,DEMOCRAT,1158,1760,2918
2008,INDIANA,IN,OHIO,18115,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1713,1205,2918
2008,INDIANA,IN,ORANGE,18117,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4536,3550,8086
2008,INDIANA,IN,OWEN,18119,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4415,3755,8170
2008,INDIANA,IN,PARKE,18121,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3909,3055,6964
2008,INDIANA,IN,PERRY,18123,PRESIDENT,JOHN MCCAIN,REPUBLICAN,3202,5288,8490
2008,INDIANA,IN,PIKE,18125,PRESIDENT,BARACK OBAMA,DEMOCRAT,2700,3328,6028
2008,INDIANA,IN,PORTER,18127,PRESIDENT,BARACK OBAMA,DEMOCRAT,39178,34738,73916
2008,INDIANA,IN,POSEY,18129,PRESIDENT,BARACK OBAMA,DEMOCRAT,5828,6943,12771
2008,INDIANA,IN,PULASKI,18131,PRESIDENT,BARACK OBAMA,DEMOCRAT,2466,3498,5964
2008,INDIANA,IN,PUTNAM,18133,PRESIDENT,BARACK OBAMA,DEMOCRAT,6334,8312,14646
2008,INDIANA,IN,PUTNAM,18133,PRESIDENT,JOHN MCCAIN,REPUBLICAN,8086,6560,14646
2008,INDIANA,IN,RANDOLPH,18135,PRESIDENT,JOHN MCCAIN,REPUBLICAN,5788,5020,10808
2008,INDIANA,IN,RIPLEY,18137,PRESIDENT,JOHN MCCAIN,REPUBLICAN,7794,4394,12188
2008,INDIANA,IN,RUSH,18139,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4271,3358,7629
2008,INDIANA,IN,ST. JOSEPH,18141,PRESIDENT,JOHN MCCAIN,REPUBLICAN,48510,69879,118389
2008,INDIANA,IN,SCOTT,18143,PRESIDENT,BARACK OBAMA,DEMOCRAT,4271,4606,8877
2008,INDIANA,IN,SHELBY,18145,PRESIDENT,BARACK OBAMA,DEMOCRAT,6987,10587,17574
2008,INDIANA,IN,SPENCER,18147,PRESIDENT,BARACK OBAMA,DEMOCRAT,5039,5142,10181
2008,INDIANA,IN,STARKE,18149,PRESIDENT,BARACK OBAMA,DEMOCRAT,4778,4688,9466
2008,INDIANA,IN,STEUBEN,18151,PRESIDENT,BARACK OBAMA,DEMOCRAT,6284,7862,14146
2008,INDIANA,IN,STEUBEN,18151,PRESIDENT,JOHN MCCAIN,REPUBLICAN,7674,6472,14146
2008,INDIANA,IN,SULLIVAN,18153,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4343,4439,8782
2008,INDIANA,IN,SWITZERLAND,18155,PRESIDENT,JOHN MCCAIN,REPUBLICAN,1940,1700,3640
2008,INDIANA,IN,TIPPECANOE,18157,PRESIDENT,JOHN MCCAIN,REPUBLICAN,29822,38614,68436
2008,INDIANA,IN,TIPTON,18159,PRESIDENT,JOHN MCCAIN,REPUBLICAN,4452,3375,7827
2008,INDIANA,IN,UNION,18161,PRESIDENT,BARACK OBAMA,DEMOCRAT,1224,2124,3348
2008,INDIANA,IN,VANDERBURGH,18163,PRESIDENT,BARACK OBAMA,DEMOCRAT,39423,38233,77656
2008,INDIANA,IN,VERMILLION,18165,PRESIDENT,BARACK OBAMA,DEMOCRAT,4003,3132,7135
2008,INDIANA,IN,VIGO,18167,PRESIDENT,BARACK OBAMA,DEMOCRAT,25040,18666,43706
2008,INDIANA,IN,WABASH,18169,PRESIDENT,BARACK OBAMA,DEMOCRAT,5456,8415,13871
2008,INDIANA,IN,WABASH,18169,PRESIDENT,JOHN MCCAIN,REPUBLICAN,8238,5633,13871
2008,INDIANA,IN,WARREN,18171,PRESIDENT,JOHN MCCAIN,REPUBLICAN,2166,1832,3998
2008,INDIANA,IN,WARRICK,18173,PRESIDENT,JOHN MCCAIN,REPUBLICAN,16013,12652,28665
2008,INDIANA,IN,WASHINGTON,18175,PRESIDENT,JOHN MCCAIN,REPUBLICAN,6519,4786,11305
2008,INDIANA,IN,WAYNE,18177,PRESIDENT,JOHN MCCAIN,REPUBLICAN,14558,14004,28562
2008,INDIANA,IN,WELLS,18179,PRESIDENT,BARACK OBAMA,DEMOCRAT,4403,8670,13073
2008,INDIANA,IN,WHITE,18181,PRESIDENT,BARACK OBAMA,DEMOCRAT,4839,5928,10767
